,bathrooms,bedrooms,building_id,created,description,display_address,features,interest_level,latitude,listing_id,longitude,manager_id,photos,price,street_address
100564,1.0,1,0,2016-04-30 01:26:58,"**RENOVATED Building and Apartment Renovation**ELEVATOR/LAUNDRY! STEPS to Columbia! Extra Large one bedroom, completely gut renovated. Elevator building with a laundry room and an on-site super. Close to major transportation, restaurants, shops and markets. The apartment features: Large renovated living room, gorgeous brand new open kitchen with granite counter tops and STAINLESS appliances including a dishwasher, Brand new renovated bathroom, ample closetspace, oversized window, and polished hardwood floors. Steps to Broadway and W. 103rd St. 1 train stop.To view this apartment or any other please contact me anytime via cell or email. I am extremely dedicated to finding you the right home. ",West 100th Street,"['Doorman', 'Pre-War']",low,40.7974,6944534,-73.9706,546f784b992d2ba84024f41d342cafd7,"['https://photos.renthop.com/2/6944534_cb72b15e66876b86a62c969d0b1da69b.jpg', 'https://photos.renthop.com/2/6944534_8c03dc08fe61da54f8660662c7aaad58.jpg', 'https://photos.renthop.com/2/6944534_07486f4f98559182d4c0882959af769e.jpg']",2700,250 West 100th Street
100567,1.0,1,b0da4d9d2cd8040f3da40a134ad6ed51,2016-04-20 06:42:38,"NO FEE_ULTRA LUXURY_WHITE GLOVE BUILDING_LARGE HOME_POOL_GYM_ROOF DECK_LEED CERTIFIEDLarge One Bedroom Apartment with room for Dinning, Living and Home Office Area in the Living Room. This Bright, Quiet and Sunny Home features: ? Nine-Foot-High Ceilings ? Granite Floors ? Floor-to-Celling Windows ? Lots of Natural Light ? Ample Closet Space ? Marble Bath ? Modern Kitchen ? Granite Countertops ? GE Caf? Professional Series ? Energy Star Appliances ? Washer/Dryer GE ? Private Intercom SystemThe Spacious Apartment is located in a Luxury Doorman Building with White Glove Service and Innumerable amount of Amenities: ? High Speed Passenger Elevators ? State-of-Art Fitness Center ? 50-Foot Lap Swimming Pool ? Circular Stone Whirlpool Spa ? Sundeck ? Sauna ? Yoga Studio ? Garden ? Children?s Playroom ? Lounge ? Screening Room with Theater-Style seating ? Library and Conference room ? Attended 24- hour Indoor Garage ? Valet ? Maid ServiceYour New Home is at Prime Midtown West location within walking distance of Penn Station, buses and subway lines going in every direction. It?s also conveniently close to the Lincoln Tunnel, Madison Square Garden, the Metropolitan Opera, Broadway theaters, Bryant Park, along with countless Bars, Restaurants and Boutique Stores.For Viewing contact Mariana 400-785-0856 **net effective price, limited time offer",MIDTOWN WEST,"['Laundry In Unit', 'Cats Allowed', 'Dogs Allowed', 'No Fee', 'Doorman', 'Elevator', 'Fitness Center', 'Laundry In Building', 'Laundry in Building', 'Laundry in Unit', 'Dishwasher', 'Hardwood Floors', 'New Construction']",low,40.7518,6902444,-73.9849,5f60c639225516384a2b6496caa20a2a,"['https://photos.renthop.com/2/6902444_fbca2e3624a912b0c158d943f136ced9.jpg', 'https://photos.renthop.com/2/6902444_ce3b4674bbef736313a26cf9292f2553.jpg', 'https://photos.renthop.com/2/6902444_4df2973067776bab725292e88d6d2871.jpg', 'https://photos.renthop.com/2/6902444_bcfc25d83b9fe28694000f1a5e98b3aa.jpg', 'https://photos.renthop.com/2/6902444_ad1df3241e2888ebdc16b97206d9022f.jpg', 'https://photos.renthop.com/2/6902444_c1fbd7c71b51819e188186888a39a682.jpg', 'https://photos.renthop.com/2/6902444_b33972d0bfce5f20b5d5558ba7de1f0a.jpg']",3570,66 West 38th Street
10057,1.0,1,e26e9ed5033585fe26e45806fdfbb812,2016-06-29 01:58:48,Spacious floor plans and sweeping waterfront views define these NO FEE apartments located in one of the finest locations on the Hudson River. Situated on Jersey Citys spectacular Hudson River Waterfront  directly across from Manhattan - the luxury residences at Newport offer fabulous amenities and unparalleled value.,31 River Court,"['Dogs Allowed', 'Cats Allowed', 'No Fee']",low,40.727,7228593,-74.0308,e5808a5e6cc13988fe596704428d38d5,"['https://photos.renthop.com/2/7228593_361263bb72f8312fb0adc9c40ca13f39.jpg', 'https://photos.renthop.com/2/7228593_2bdc6aab578854dc3b88c721eb5280ca.jpg', 'https://photos.renthop.com/2/7228593_ee631c696ecfbf09184050e3f1740e6a.jpg', 'https://photos.renthop.com/2/7228593_b4bc5ed6c2d8a3fe3579b26699de282b.jpg', 'https://photos.renthop.com/2/7228593_46e2ff5105658b45c7257040289a5df3.jpg', 'https://photos.renthop.com/2/7228593_0f5e9aea0b5d6ac2d70e75cb5828d28c.jpg', 'https://photos.renthop.com/2/7228593_071b6a5b3e6a45d17bc744f3ab1be9b7.jpg', 'https://photos.renthop.com/2/7228593_3f882878510547066a81a27d799322c1.jpg', 'https://photos.renthop.com/2/7228593_62037ddb709cc714f230bd3fdb8f5adf.jpg', 'https://photos.renthop.com/2/7228593_3de230982b684c2570449d97080f5aa7.jpg', 'https://photos.renthop.com/2/7228593_501db8d232142769ba8c09f5318bba94.jpg', 'https://photos.renthop.com/2/7228593_d9cafb29a73e89efc2994057c4e09335.jpg']",2800,31 River Court
100571,1.0,1,0,2016-04-02 01:31:18,"Beautifully renovated front facing 1 bedroom apartment features Southern exposure, hardwood floors, exposed brick, granite kitchen, stainless steel appliances, washer & dryer, and a dishwasher. Available for June 1st occupancy. Contact me to see the unit. ",East 29th Street,"['Pre-War', 'Dogs Allowed', 'Cats Allowed']",low,40.7421,6812548,-73.9788,43e4dbce2ccbccb10e038f88417b69d2,"['https://photos.renthop.com/2/6812548_133af3ad44fd1674f03b44ee69df4381.jpg', 'https://photos.renthop.com/2/6812548_a5ff940fd07eac96c2172462b90fd5c8.jpg', 'https://photos.renthop.com/2/6812548_3f56d26998f4838019e2650f92fa8a40.jpg', 'https://photos.renthop.com/2/6812548_49b7be9631938febfccee18df8c39750.jpg', 'https://photos.renthop.com/2/6812548_d4aec8d370752b7c73d996ab00a1484e.jpg', 'https://photos.renthop.com/2/6812548_a7eb38321909155093e39f26f02eed30.jpg', 'https://photos.renthop.com/2/6812548_1fce644394e4c1b1713ed3c48e64586a.jpg', 'https://photos.renthop.com/2/6812548_476ef9c0820328a928894f96973d2a0b.jpg']",2995,233 East 29th Street
100574,1.0,0,1c2f695696013f4068f89619d06b174f,2016-04-22 05:21:38,"You can have it all with this sunny Upper East side building! Located at the beginning of the Upper Eastside the apartment is perfectly positioned for an easy commute anywhere in the city, equipped with several fantastic on-site amenities including a private rooftop overlooking the city, fitness center, playroom, bicycle room, garage and full-time concierge services. Great studio space, amazing views, modern finishes and a washer & dryer in the unit. The apartment features floor to ceiling windows and herringbone patterned floors throughout the space, custom closets, bathroom is nicely appointed, modern kitchen with top of the line Kitchen Aid appliances and granite counter-tops..<br /><br />To view feel free to call email Magaly 310-758-6977 kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ",East 60th Street,"['Doorman', 'Elevator', 'Fitness Center', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors']",low,40.7603,6912781,-73.961,d399821d8583b8421a55370c6eb15f6f,"['https://photos.renthop.com/2/6912781_2d454df2fa2b2d6ebf59a92c40a5e920.jpg', 'https://photos.renthop.com/2/6912781_67acae08d09e3ecce5ccd7f39ab72ea7.jpg', 'https://photos.renthop.com/2/6912781_a672eb958bbba931c21ca0c2b7210765.jpg', 'https://photos.renthop.com/2/6912781_c806d1aaac7b19c04dbdf9bbaf839e1a.jpg']",2500,401 East 60th Street
100577,2.0,2,d19f4e0bc32610797a7ff5f1737be546,2016-04-27 03:52:46,"        Live Upscale on the Upper west side of manhattan located close to the great Lincoln Center arts complex as well as the Museum of Natural History, Riverside Park and some of the best shopping at Columbus Circle. <br /><br />2Br 2 Ba Apartment boast modern interiors with stainless steel, energy star appliances, beautiful hardwood flooring, granite counter tops, and gorgeous custom cabinetry. Bathroom are dressed in lustrous tile and features oversize tubs. Huge windows that offers natural light and illuminate your home.<br />On site laundry, Bike storage playground located across the street. <br />In-Unit Washer and Dryer, some units has a Corner Balcony <br /><br />To schedule a tour today contact Asha Samuels At three four seven four seven one zero seven eight seven or at kagglemanager@renthop.com",West End Avenue,"['Fitness Center', 'Cats Allowed', 'Dogs Allowed']",low,40.7752,6931240,-73.9887,d306f3a34a793e6cb93b53226fc17653,"['https://photos.renthop.com/2/6931240_ccec0108076f6b2875d2ab7628debfdd.jpg', 'https://photos.renthop.com/2/6931240_8b1f408a0855a13f7a1dfefa538f480b.jpg', 'https://photos.renthop.com/2/6931240_3454a4ba24436940137652b18d654236.jpg', 'https://photos.renthop.com/2/6931240_7629f95c73925ba4da5480d81e98969d.jpg', 'https://photos.renthop.com/2/6931240_1746be7bb90da0f56782dcc8c7ca6412.jpg', 'https://photos.renthop.com/2/6931240_59910d5886cf9d75cb6efac588e817d2.jpg', 'https://photos.renthop.com/2/6931240_f0cb9bdecec9185a1932b3a1fa7bd20b.jpg', 'https://photos.renthop.com/2/6931240_1ed3e3f8cea1e3aafd7f0e41cb628986.jpg', 'https://photos.renthop.com/2/6931240_f6435538db92a8ec2a3cc97f5b5f409a.jpg', 'https://photos.renthop.com/2/6931240_daa6c58f786e354d970e1f258b46d6b6.jpg', 'https://photos.renthop.com/2/6931240_101f85b72e769b958d24771b94190cfb.jpg', 'https://photos.renthop.com/2/6931240_48890dc5dfa75c11a8ac4581d708ae4d.jpg', 'https://photos.renthop.com/2/6931240_6ec7c6d1d027e502e374935346b75c60.jpg', 'https://photos.renthop.com/2/6931240_1c676b1a89c613583c442de4d71bc370.jpg', 'https://photos.renthop.com/2/6931240_031101ecf0a3110a7679e9f310397746.jpg', 'https://photos.renthop.com/2/6931240_72441f4a720e041e882324a4e3094ed9.jpg', 'https://photos.renthop.com/2/6931240_4aa7d660316fcf9874976069734bebcd.jpg', 'https://photos.renthop.com/2/6931240_875646704b4ab0a9e43842e0c1653086.jpg', 'https://photos.renthop.com/2/6931240_2299f0ec8db500f314bc102ecb2d19f3.jpg', 'https://photos.renthop.com/2/6931240_ad68c37adecee00f26d5b146dcadc578.jpg']",5795,101 West End Avenue
100583,1.0,2,ce6d18bf3238e668b2bf23f4110b7b67,2016-04-30 04:14:25,"You will immediately notice the two California-style closets on your left and right hand side that provide the apartment with efficient storage solutions. Proceed through the lengthy hallway/foyer and you will be led into the newly renovated, marble bath including a beautifully curated floating vanity. The fully equipped, pass-thru, gourmet kitchen features custom cabinetry, granite counter tops, and stainless steel appliances (including a dishwasher, refrigerator, stove top, microwave, and ventilation system).<br /><br />The living space is an effortless FLEX 2 bedroom conversion - living space, perfect for couples and roommate scenarios. Large windows that span the entire Southern wall flood the cherry hardwood floors throughout the unit with tons of natural light, creating a serene and peaceful living environment saturated with Vitamin D! (A source of nourishment fairly scarce in the Financial District).<br /><br />Situated on John St, you are surrounded by an endless amount of options in terms of fine dining, shopping, culture, and activities. South St Seaport is a short walk from your doorsteps. 55 Fulton Market is conveniently located one block to the North. NYC's Financial District and all its famous attractions are a five minute walk to the South-West. Transit options are also in abundance in the area. The primary hub is the newly renovated Fulton Street Station (operational 24 hours a day) where you can catch eight different train lines (including 2, 3, 4, 5, A, C, J, Z) and transfers are available to eight different BUS lines (including M5, X1, X3, X4, X17, X19, X2, X28).<br /><br />To schedule an immediate private showing for this and similar NO FEE units, contact John Vakalopoulos at (501-606-3449 or email me at kagglemanager@renthop.com<p><a  website_redacted ",John Street,"['Swimming Pool', 'Doorman', 'Elevator', 'Fitness Center', 'Loft', 'Dishwasher', 'Hardwood Floors', 'No Fee', 'Dogs Allowed', 'Cats Allowed']",low,40.7081,6947000,-74.0065,e6472c7237327dd3903b3d6f6a94515a,"['https://photos.renthop.com/2/6947000_df1264bdf09f1408e792b660751962d7.jpg', 'https://photos.renthop.com/2/6947000_6ef9a51b4d289a51688d54ddda4e8394.jpg', 'https://photos.renthop.com/2/6947000_7ae5aa2c62b9f3ed93c30a424c16c94f.jpg', 'https://photos.renthop.com/2/6947000_a700691129220d2583fb091cbd5258ff.jpg']",3460,100 John Street
100591,1.0,0,cd6e0616a89b2687b8d7b80a1e982ac2,2016-04-08 05:59:17,"58TH! LARGE SPACIOUS STUDIO W/ SEPARATE KITCHEN!Just listed studio filled with natural sun light,  great closet space- 3 huge closets. Separate kitchen with marble tile bathroom.Come with paperwork! won't last long.<br /><br />To schedule a viewing, please contact Sean @ 882-655-2114<br /><br /><br /><br /><p><a  website_redacted ",East 58th Street,"['Pre-War', 'Dishwasher', 'Hardwood Floors', 'No Fee']",medium,40.759,6844961,-73.9621,fc6e39fa6d54cfbc0109950411df29ca,"['https://photos.renthop.com/2/6844961_5b045cae8b237dd81b2bbac0df8d338e.jpg', 'https://photos.renthop.com/2/6844961_60eea114f365ee5c5ad3d09c1892cae6.jpg', 'https://photos.renthop.com/2/6844961_fea863e4056a7def1a4323a9e176c087.jpg', 'https://photos.renthop.com/2/6844961_ce7549901a4ff5532c8e455210e5205a.jpg']",2000,401 East 58th Street
100593,1.0,0,70093585319d049535fdc64e4f387da3,2016-04-28 02:25:32,"A Comfortable Studio with Amazing Finishes in a Luxury Building!!!A place to call home in this lovely luxury studio. This apartment is highlighted by the planked hardwood floors, stainless steel fully equipped kitchen, large windows, and so much more. The doorman building also includes fitness center, lounge, several laundry rooms, and so much more. This architecturally stunning building is located right on the boarder of Battery Park and FiDi with easy access to both and major subway lines. Call today for this and other excellent apartments in your price range.<br /><br />DERRICK OMANE 232-463-6268 kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ",West Street,"['Doorman', 'Elevator', 'Laundry in Building']",low,40.71,6935502,-74.0143,2c3b41f588fbb5234d8a1e885a436cfa,"['https://photos.renthop.com/2/6935502_eb2561ca745afbe9d02c37789fd64b84.jpg', 'https://photos.renthop.com/2/6935502_18789b7df9bfb0dc494c2f8e79d30c88.jpg', 'https://photos.renthop.com/2/6935502_469742ccca6979cdc6d5454e7fbb605a.jpg', 'https://photos.renthop.com/2/6935502_f659200f00dbc9a844ab542a91a2cee7.jpg']",2595,90 West Street
100596,1.0,0,0,2016-04-26 03:35:20,"This is the deal that so many people are hunting for. Recently renovated spacious studio for 1950 dollars. YES THAT PRICE IS CORRECT AND IT IS NOT ON AVE D IN ALPHABET CITY. This price is unheard of for a unit this nice on 1st AVE. Large enough to fit a Queen size bed, full size sofa, table, and TV. NEW BATHROOM, AND KITCHEN. 5 minutes away from UNION SQ. by foot. laundry on the block. The apartment even receives great natural light. *** DON'T MISS THIS. CONTACT DERRICK MEALING DIRECTLY TO VIEW.*** I have connections with the managing party.<br /><br /><br /><br /><br /><br />-------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct, it is presented subject to errors, omissions, changes or withdrawal without notice.  Miron Properties is a licensed Real Estate Broker.  www.MironProperties.com<p><a  website_redacted ",First Avenue,[],low,40.7333,6925837,-73.9796,6cfb6df7e33b477a19562916d7fd61a0,"['https://photos.renthop.com/2/6925837_c2c6f1f4ed9f5cd82a16197473a1f243.jpg', 'https://photos.renthop.com/2/6925837_bb00f6b429f60f5a2b6e37900db807c4.jpg', 'https://photos.renthop.com/2/6925837_8a04b0ae90b4c2fb456f8dc67129e04e.jpg', 'https://photos.renthop.com/2/6925837_476bc410a02e68ef49e22bbdd8091a7c.jpg']",1950,55 First Avenue
100597,1.0,0,d8b20f7bd163403c49d242d50607cc0d,2016-04-22 02:13:07,"Bight studio apartmentSpacious All New Studio with Hardwood Floors Dishwasher Bright and in a Well Maintained Elevator Building with Laundry. A Must See To Appreciate! Great Location Laundry in the building<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Jonathan Hernandez for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> ",West 87th Street,"['Elevator', 'Dogs Allowed', 'Cats Allowed']",low,40.7894,6909915,-73.9764,5c50a37609dd7e7863d1afee5da184a6,['https://photos.renthop.com/2/6909915_a20bdb5daf876c5bc65f37dc333f3ba8.jpg'],2350,265 West 87th Street
100598,1.0,2,ecea86b79afa539505aa4bad3ff449c6,2016-04-02 02:10:28,"No fee huge two bedroom apartment. Great location 3rd, close to NYU Medical Center. Beautiful true 2 bedroom apartment, renovated with AC, hardwood floor, new marble bathroom and great view of NY. Elevator building features laundry room and on-site garage.  Call or Email to view!","E 30th St,","['Elevator', 'Central A/C', 'Walk in Closet(s)', 'Parking', 'High Ceilings', 'Hardwood Floors', 'Renovated', 'On-site Laundry', 'No Fee']",high,40.7427,6812831,-73.9794,e6472c7237327dd3903b3d6f6a94515a,"['https://photos.renthop.com/2/6812831_0c54ed22724e845c4d0f750c88e8455a.jpg', 'https://photos.renthop.com/2/6812831_bcb41f7bc43ce318272bd58e8338d768.jpg', 'https://photos.renthop.com/2/6812831_77fb97a9a4ad92443d77f155da47809d.jpg', 'https://photos.renthop.com/2/6812831_c7981659bfa0067e10cbc3d7bfadbcc0.jpg', 'https://photos.renthop.com/2/6812831_dcc214830214a1d47e8d385788348d42.jpg']",2999,"210 E 30th St,"
100600,1.0,2,0,2016-04-13 11:13:37,This Spectacular NO FEE 2 bedroom 1 bathroom apartment in a magnificent area Consist of all the right features for you. Updated & Spacious! with SS appliances & Hardwood Flooring throughout. NO FEE NO FEE. WON'T LAST. Contact now to secure a reservation to view this amazing apartment plus many other NO FEE DEALS.  ,UWS! NO FEE NO FEE****as ,[],medium,40.7865,6868650,-73.9744,4bdc3d8c1aaa90d997ce2cb77680679b,"['https://photos.renthop.com/2/6868650_6546d15ea6292b977790546398774dc3.jpg', 'https://photos.renthop.com/2/6868650_95430a1cab83b048ed6cc3117ab91e3a.jpg', 'https://photos.renthop.com/2/6868650_6683fd5f48f68aaf88a0df8d851bb879.jpg', 'https://photos.renthop.com/2/6868650_c01eb614c47de46caee2b4148bf02315.jpg', 'https://photos.renthop.com/2/6868650_cc07d83cd696e013787f9d5be5b4bc34.jpg', 'https://photos.renthop.com/2/6868650_e4668639f950d226b73f41f21379463d.jpg', 'https://photos.renthop.com/2/6868650_d25fdbec2af13aac6712406c759a4222.jpg']",2500,UWS! NO FEE NO FEE****as 
